city,microdistrict,floor,total_floors,area,rooms,price
Almaty,Koktem-1,5,5,78,3,40777955
Almaty,Medeu,6,12,59,2,30153624
Almaty,Aksay-1,3,12,59,2,34818961
Almaty,Samal-1,11,21,61,2,40787565
Almaty,Esentai,11,21,269,5,197682544
Almaty,Medeu,7,21,87,3,41761320
Almaty,Samal-2,6,12,82,3,56003900
Almaty,Aksay-4,2,16,92,3,44604589
Almaty,Koktem-1,4,12,200,5,111478207
Almaty,Aksay-1,4,16,129,4,70640506
Almaty,Koktem-1,9,12,144,6,80509437
Almaty,Orbita-1,15,21,76,3,45271621
Almaty,Koktem-1,11,21,89,3,44190458
Almaty,Samal-1,2,5,48,2,32670601
Almaty,Aksay-1,10,16,76,3,36324571
Almaty,Samal-2,1,5,72,3,50292720
Almaty,Koktem-1,3,16,95,3,49732074
Almaty,Koktem-1,3,12,116,4,60861517
Almaty,Esentai,6,12,61,2,44840910
Almaty,Aksay-4,2,9,94,3,48196303
Almaty,Aksay-1,13,21,63,2,28257479
Almaty,Aksay-1,7,9,86,3,43425706
Almaty,Aksay-4,10,21,80,3,37882671
Almaty,Medeu,19,21,146,5,75856565
Almaty,Aksay-4,14,16,82,3,40448563
Almaty,Aksay-4,3,5,93,3,45917417
Almaty,Samal-1,10,12,168,5,112033960
Almaty,Koktem-1,16,16,88,3,50953404
Almaty,Samal-1,16,21,75,3,52362740
Almaty,Koktem-1,2,9,155,6,92559748
Almaty,Aksay-1,8,12,82,3,40607108
Almaty,Koktem-1,5,12,85,3,48841080
Almaty,Orbita-1,2,12,52,2,27577206
Almaty,Aksay-4,9,21,55,2,26882258
Almaty,Samal-1,12,12,95,3,65636164
Almaty,Samal-1,7,12,33,1,22290558
Almaty,Aksay-4,9,9,120,4,47537280
Almaty,Koktem-1,19,21,67,2,29979074
Almaty,Koktem-1,3,12,136,4,83081904
Almaty,Koktem-1,2,9,130,4,70472000
Almaty,Esentai,6,9,104,4,70025278
Almaty,Samal-2,5,5,139,4,104077623
Almaty,Koktem-1,9,21,106,4,54227291
Almaty,Samal-1,7,9,120,4,91894931
Almaty,Samal-1,4,5,40,1,25897380
Almaty,Aksay-1,13,21,45,2,22566912
Almaty,Samal-2,5,9,54,2,35515224
Almaty,Samal-2,3,5,120,4,94261502
Almaty,Esentai,1,5,95,3,63106830
Almaty,Aksay-1,5,16,98,3,38353625
Almaty,Medeu,4,16,82,3,37599019
Almaty,Aksay-1,15,21,110,4,54114844
Almaty,Medeu,1,16,104,4,55989998
Almaty,Aksay-4,9,9,54,2,22725105
Almaty,Aksay-1,12,21,51,2,20361728
Almaty,Aksay-4,5,16,113,4,49572086
Almaty,Aksay-4,1,5,163,6,67893355
Almaty,Medeu,5,21,63,2,30627768
Almaty,Medeu,4,12,176,5,75002269
Almaty,Samal-1,10,12,86,3,53632628
Almaty,Aksay-4,1,5,72,3,36044514
Almaty,Samal-1,7,12,59,2,43414281
Almaty,Samal-1,9,21,55,2,44119131
Almaty,Esentai,2,21,79,3,58221629
Almaty,Medeu,7,12,93,3,46534236
Almaty,Samal-1,9,9,69,2,49312035
Almaty,Samal-1,4,12,65,2,47154396
Almaty,Esentai,3,12,108,4,66574805
Almaty,Koktem-1,11,16,41,1,19948585
Almaty,Samal-2,1,5,61,2,48287964
Almaty,Medeu,2,9,108,4,69206323
Almaty,Aksay-4,3,12,124,4,65644225
Almaty,Medeu,2,16,95,3,49020892
Almaty,Aksay-1,14,21,76,3,33830853
Almaty,Koktem-1,12,12,93,3,46075034
Almaty,Aksay-1,2,5,67,2,30162087
Almaty,Aksay-4,1,16,71,3,34258866
Almaty,Medeu,2,5,74,3,35661621
Almaty,Samal-1,2,12,106,4,75180344
Almaty,Koktem-1,4,12,60,2,32157974
Almaty,Samal-2,6,9,63,2,49081006
Almaty,Aksay-1,6,16,63,2,32956730
Almaty,Samal-1,3,9,78,3,60139966
Almaty,Samal-1,12,16,81,3,60521991
Almaty,Orbita-1,3,16,82,3,44516074
Almaty,Koktem-1,2,9,82,3,47088002
Almaty,Medeu,8,9,111,4,49156322
Almaty,Koktem-1,1,5,85,3,38383857
Almaty,Samal-1,3,12,45,2,28113601
Almaty,Orbita-1,1,12,81,3,43921518
Almaty,Medeu,6,9,71,3,34268632
Almaty,Aksay-4,5,21,95,3,48862177
Almaty,Aksay-4,5,9,89,3,43945875
Almaty,Medeu,6,9,56,2,31294173
Almaty,Koktem-1,15,16,107,4,58811091
Almaty,Samal-1,5,9,119,4,78279069
Almaty,Aksay-1,2,16,84,3,38998361
Almaty,Medeu,2,21,38,1,18807566
Almaty,Orbita-1,3,5,103,4,54786920
Almaty,Samal-2,2,5,72,3,51770721
Almaty,Aksay-4,5,16,117,4,57301130
Almaty,Samal-2,2,5,61,2,40582760
Almaty,Medeu,1,5,85,3,39770511
Almaty,Esentai,2,5,122,4,8739574
Almaty,Aksay-1,5,21,73,3,38588431
Almaty,Samal-2,10,16,70,3,46808334
Almaty,Orbita-1,17,21,43,1,22155656
Almaty,Aksay-1,14,16,58,2,27043038
Almaty,Aksay-4,13,16,101,4,44800395
Almaty,Samal-2,2,5,90,3,57372866
Almaty,Orbita-1,3,16,47,2,27266965
Almaty,Medeu,2,21,94,3,49354310
Almaty,Medeu,10,16,49,2,26859905
Almaty,Medeu,11,12,117,4,61724383
Almaty,Samal-2,5,12,96,3,66010788
Almaty,Koktem-1,5,9,85,3,54603434
Almaty,Esentai,6,9,55,2,45490792
Almaty,Samal-1,1,9,112,4,71285711
Almaty,Aksay-4,2,9,67,2,35712410
Almaty,Aksay-1,2,9,65,2,31286552
Almaty,Aksay-4,5,5,63,2,34632858
Almaty,Aksay-1,5,16,59,2,25154426
Almaty,Aksay-4,7,21,55,2,31980207
Almaty,Koktem-1,12,16,85,3,42306499
Almaty,Medeu,20,21,200,6,91476318
Almaty,Koktem-1,4,9,53,2,29728290
Almaty,Medeu,9,9,78,3,34497985
Almaty,Aksay-1,18,21,152,5,96641193
Almaty,Medeu,9,16,129,4,64711072
Almaty,Aksay-1,5,5,59,2,30916898
Almaty,Orbita-1,2,5,65,2,35582529
Almaty,Esentai,8,12,53,2,40326039
Almaty,Aksay-4,6,9,138,4,66100148
Almaty,Aksay-4,3,5,44,1,22333190
Almaty,Aksay-4,16,21,80,3,41678439
Almaty,Aksay-1,10,12,141,5,73206999
Almaty,Aksay-1,3,12,84,3,41643462
Almaty,Aksay-1,1,5,80,3,39112556
Almaty,Medeu,3,5,75,3,30468722
Almaty,Aksay-1,5,9,94,3,44656589
Almaty,Samal-1,12,12,119,4,88209843
Almaty,Aksay-1,4,12,115,4,55173118
Almaty,Aksay-1,4,5,82,3,40615984
Almaty,Medeu,9,16,80,3,46354029
Almaty,Aksay-1,8,21,107,4,51049112
Almaty,Aksay-4,4,16,95,3,51982648
Almaty,Aksay-4,6,21,80,3,36448921
Almaty,Orbita-1,8,16,128,4,75985839
Almaty,Orbita-1,16,16,146,6,75582540
Almaty,Koktem-1,5,5,109,4,65887974
Almaty,Aksay-1,1,5,47,2,21496190
Almaty,Samal-1,14,16,99,3,76495657
Almaty,Samal-1,2,21,125,4,90516799
Almaty,Koktem-1,3,12,33,1,15586076
Almaty,Orbita-1,8,12,83,3,46790178
Almaty,Koktem-1,3,21,37,1,20389368
Almaty,Medeu,9,12,44,1,23848477
Almaty,Medeu,9,21,71,3,30077512
Almaty,Samal-2,6,16,87,3,54102925
Almaty,Koktem-1,1,5,149,5,75629585
Almaty,Orbita-1,9,12,115,4,64722170
Almaty,Orbita-1,10,16,72,3,38774822
Almaty,Aksay-4,2,5,120,4,58326698
Almaty,Samal-2,5,9,91,3,59586489
Almaty,Samal-2,3,5,183,5,110850419
Almaty,Aksay-4,3,12,64,2,30700508
Almaty,Aksay-1,2,5,90,3,43351912
Almaty,Samal-1,1,5,95,3,61506704
Almaty,Esentai,2,16,35,1,26192105
Almaty,Aksay-4,10,12,150,5,77681819
Almaty,Samal-2,8,16,120,4,91647551
Almaty,Koktem-1,9,9,73,3,41536000
Almaty,Aksay-1,6,9,57,2,25794213
Almaty,Samal-2,4,12,60,2,44402105
Almaty,Samal-2,21,21,54,2,39278321
Almaty,Medeu,1,16,85,3,45488026
Almaty,Esentai,9,12,64,2,43941211
Almaty,Samal-1,7,16,58,2,40493889
Almaty,Samal-2,9,16,84,3,56487745
Almaty,Aksay-4,4,5,90,3,48691045
Almaty,Aksay-4,5,21,116,4,66111827
Almaty,Aksay-4,8,12,111,4,57109007
Almaty,Aksay-1,11,12,192,5,93682421
Almaty,Orbita-1,2,21,99,3,50300108
Almaty,Aksay-4,3,5,91,3,41627128
Almaty,Samal-1,16,16,145,5,116715809
Almaty,Esentai,7,9,97,3,77717901
Almaty,Koktem-1,5,5,134,4,75109030
Almaty,Aksay-1,1,21,59,2,34294724
Almaty,Aksay-4,4,5,55,2,25611485
Almaty,Samal-1,3,9,52,2,38816465
Almaty,Samal-2,1,21,48,2,34162185
Almaty,Aksay-1,10,16,107,4,51534353
Almaty,Koktem-1,2,5,100,4,5336085
Almaty,Aksay-1,5,16,77,3,32113194
Almaty,Esentai,4,16,110,4,82855127
Almaty,Medeu,6,16,102,4,51765691
Almaty,Orbita-1,2,9,60,2,33969237
Almaty,Samal-1,9,9,41,1,29893601
Almaty,Aksay-1,4,21,160,5,83592864
Almaty,Samal-1,5,5,49,2,37964150
Almaty,Esentai,1,5,56,2,37750688
Almaty,Samal-2,8,16,60,2,42001500
Almaty,Samal-2,10,12,66,2,44563302
Almaty,Aksay-4,4,9,105,4,49265626
Almaty,Koktem-1,18,21,90,3,53798957
Almaty,Samal-1,9,12,55,2,42084646
Almaty,Esentai,3,5,84,3,58767623
Almaty,Medeu,6,16,92,3,46162358
Almaty,Esentai,1,12,51,2,32872649
Almaty,Esentai,6,12,116,4,86911461
Almaty,Samal-1,2,5,55,2,36756517
Almaty,Koktem-1,4,5,47,2,29934264
Almaty,Esentai,7,12,74,3,50108291
Almaty,Aksay-1,8,16,173,6,103713755
Almaty,Koktem-1,16,16,62,2,33113463
Almaty,Esentai,1,5,258,5,199974240
Almaty,Aksay-1,14,21,116,4,71010814
Almaty,Koktem-1,3,9,91,3,55672808
Almaty,Koktem-1,1,12,124,4,68965574
Almaty,Samal-2,17,21,61,2,46528194
Almaty,Aksay-1,7,12,102,4,57899071
Almaty,Aksay-4,15,21,66,2,28479650
Almaty,Samal-2,5,5,94,3,56239030
Almaty,Orbita-1,10,21,175,6,101215526
Almaty,Orbita-1,8,12,55,2,32143363
Almaty,Aksay-4,6,12,64,2,28055714
Almaty,Samal-1,5,12,41,1,26639799
Almaty,Medeu,1,12,145,5,62897617
Almaty,Orbita-1,7,9,48,2,2516358
Almaty,Orbita-1,5,16,74,3,45264779
Almaty,Samal-2,4,5,254,5,172410180
Almaty,Samal-2,11,16,73,3,48452188
Almaty,Aksay-4,1,5,95,3,45423264
Almaty,Aksay-1,14,21,46,2,25193648
Almaty,Samal-1,12,21,43,1,32849935
Almaty,Orbita-1,10,12,180,5,96152980
Almaty,Esentai,4,16,123,4,89055742
Almaty,Aksay-1,3,21,76,3,35163002
Almaty,Koktem-1,18,21,88,3,51828805
Almaty,Samal-1,12,12,50,2,38087804
Almaty,Medeu,4,12,50,2,22366327
Almaty,Samal-2,3,16,168,5,13348765
Almaty,Orbita-1,8,9,58,2,29328625
Almaty,Koktem-1,20,21,101,4,56390750
Almaty,Esentai,20,21,104,4,76428597
Almaty,Aksay-1,11,21,218,6,112653412
Almaty,Aksay-1,9,12,125,4,72603260
Almaty,Samal-1,2,5,120,4,85080549
Almaty,Orbita-1,2,21,33,1,17110690
Almaty,Orbita-1,2,9,94,3,49766144
Almaty,Esentai,6,21,66,2,43328154
Almaty,Samal-2,19,21,65,2,46278064
Almaty,Aksay-1,9,9,74,3,35402256
Almaty,Samal-2,5,5,50,2,32551869
Almaty,Aksay-1,14,16,45,2,29202873
Almaty,Samal-1,10,12,44,1,26782391
Almaty,Orbita-1,11,12,107,4,56350797
Almaty,Orbita-1,11,21,92,3,49832652
Almaty,Medeu,5,12,77,3,40767743
Almaty,Samal-2,1,5,183,6,135549488
Almaty,Aksay-1,2,21,54,2,25790504
Almaty,Aksay-1,5,5,77,3,39337116
Almaty,Aksay-1,12,12,99,3,47893132
Almaty,Aksay-1,8,12,58,2,27148980
Almaty,Medeu,6,12,61,2,31767962
Almaty,Aksay-1,3,16,68,2,32388946
Almaty,Esentai,5,5,86,3,69687816
Almaty,Orbita-1,3,16,59,2,29729943
Almaty,Samal-2,7,9,61,2,42292435
Almaty,Orbita-1,5,9,44,1,23600728
Almaty,Medeu,14,16,139,4,65400087
Almaty,Esentai,3,16,148,5,103485509
Almaty,Orbita-1,2,12,56,2,31062938
Almaty,Samal-2,8,9,65,2,46324653
Almaty,Aksay-4,1,9,122,4,66815724
Almaty,Samal-1,14,21,56,2,42716145
Almaty,Samal-2,5,21,82,3,47733463
Almaty,Aksay-1,1,12,129,4,64274324
Almaty,Aksay-1,1,5,77,3,35748543
Almaty,Koktem-1,3,5,86,3,57396386
Almaty,Esentai,5,9,150,5,99804338
Almaty,Aksay-1,7,16,57,2,31072819
Almaty,Orbita-1,13,16,107,4,51705173
Almaty,Orbita-1,6,12,191,5,88413112
Almaty,Medeu,7,12,85,3,38775645
Almaty,Samal-2,17,21,146,6,109266447
Almaty,Orbita-1,16,21,92,3,48462070
Almaty,Esentai,1,9,36,1,25845095
Almaty,Medeu,3,9,140,5,76083892
Almaty,Aksay-1,5,5,91,3,45265570
Almaty,Esentai,2,12,72,3,48141285
Almaty,Samal-1,13,21,69,2,46566076
Almaty,Koktem-1,1,16,92,3,49097531
Almaty,Koktem-1,7,16,163,6,78669880
Almaty,Orbita-1,5,12,108,4,59658991
Almaty,Aksay-1,2,9,165,5,64155513
Almaty,Aksay-1,15,16,47,2,22639097
Almaty,Koktem-1,21,21,54,2,31157867
Almaty,Aksay-1,5,12,58,2,26846788
Almaty,Samal-2,4,12,163,6,130895095
Almaty,Aksay-1,3,5,68,2,28433425
Almaty,Orbita-1,11,12,40,1,21679922
Almaty,Koktem-1,6,9,114,4,68265658
Almaty,Samal-1,4,21,110,4,81868773
Almaty,Orbita-1,5,5,117,4,76162315
Almaty,Koktem-1,13,21,91,3,52925146
Almaty,Samal-2,5,12,108,4,71785032
Almaty,Orbita-1,8,9,111,4,54735844
Almaty,Aksay-1,7,21,60,2,33728480
Almaty,Aksay-1,14,16,57,2,28784677
Almaty,Aksay-1,4,9,53,2,27447965
Almaty,Esentai,8,9,40,1,29239422
Almaty,Esentai,9,16,147,5,96526475
Almaty,Koktem-1,16,21,153,5,63805962
Almaty,Aksay-1,11,16,116,4,52200607
Almaty,Esentai,12,21,194,5,135915240
Almaty,Medeu,3,12,181,5,92828143
Almaty,Medeu,15,16,97,3,48647011
Almaty,Samal-2,6,9,66,2,44476382
Almaty,Aksay-1,16,21,151,6,66676005
Almaty,Samal-1,8,16,48,2,35214947
Almaty,Koktem-1,2,16,48,2,25228816
Almaty,Samal-2,20,21,119,4,81527427
Almaty,Samal-1,6,9,72,3,49162476
Almaty,Koktem-1,3,16,178,6,103363187
Almaty,Koktem-1,7,9,41,1,24731549
Almaty,Samal-2,2,21,78,3,54028136
Almaty,Koktem-1,19,21,97,3,54318526
Almaty,Samal-2,6,12,107,4,64031200
Almaty,Samal-1,13,21,95,3,67256091
Almaty,Medeu,3,5,46,2,22530226
Almaty,Samal-1,6,16,147,5,97771680
Almaty,Samal-2,5,21,79,3,49909637
Almaty,Orbita-1,7,12,59,2,31079254
Almaty,Koktem-1,2,5,104,4,59827097
Almaty,Medeu,4,16,49,2,29120181
Almaty,Samal-2,1,5,80,3,60620771
Almaty,Koktem-1,4,5,96,3,62727484
Almaty,Orbita-1,8,16,120,4,59300744
Almaty,Medeu,5,21,118,4,56456359
Almaty,Orbita-1,7,9,162,5,90973187
Almaty,Aksay-1,11,16,116,4,57003194
Almaty,Aksay-1,5,21,120,4,57442388
Almaty,Samal-1,10,12,73,3,47761513
Almaty,Samal-2,15,21,106,4,81841098
Almaty,Aksay-4,15,21,117,4,56791359
Almaty,Aksay-4,1,5,81,3,39752566
Almaty,Orbita-1,9,12,143,6,85549018
Almaty,Aksay-4,1,5,47,2,25295071
Almaty,Samal-1,3,9,75,3,48942658
Almaty,Orbita-1,3,16,76,3,45355562
Almaty,Samal-1,1,9,76,3,49670590
Almaty,Koktem-1,7,16,63,2,38150107
Almaty,Samal-1,18,21,58,2,38708942
Almaty,Orbita-1,12,16,87,3,51718295
Almaty,Aksay-1,1,5,86,3,46404113
Almaty,Orbita-1,3,5,46,2,22826003
Almaty,Orbita-1,1,21,84,3,49779237
Almaty,Koktem-1,3,5,167,5,86060855
Almaty,Esentai,4,12,87,3,64423618
Almaty,Samal-2,3,5,104,4,80543388
Almaty,Aksay-1,10,16,45,2,18108502
Almaty,Orbita-1,11,12,44,1,26237337
Almaty,Aksay-1,1,9,64,2,34318693
Almaty,Samal-1,18,21,66,2,45358674
Almaty,Koktem-1,4,9,34,1,17857984
Almaty,Aksay-1,8,12,72,3,31747675
Almaty,Samal-1,7,9,84,3,63013915
Almaty,Samal-2,19,21,103,4,71104483
Almaty,Esentai,5,12,141,5,97582366
Almaty,Orbita-1,2,9,60,2,34970787
Almaty,Esentai,13,21,59,2,50060053
Almaty,Koktem-1,16,16,93,3,33999101
Almaty,Aksay-1,19,21,65,2,32606514
Almaty,Medeu,2,9,81,3,39383406
Almaty,Aksay-4,1,12,67,2,31764815
Almaty,Koktem-1,6,9,53,2,29728730
Almaty,Orbita-1,10,21,47,2,25521472
Almaty,Aksay-4,3,5,99,3,52326958
Almaty,Esentai,5,5,85,3,54521106
Almaty,Esentai,1,5,58,2,41335749
Almaty,Aksay-4,17,21,71,3,29529537
Almaty,Koktem-1,2,16,113,4,61026498
Almaty,Samal-2,11,16,78,3,48675960
Almaty,Samal-1,2,16,130,4,87991043
Almaty,Esentai,4,9,125,4,83319524
Almaty,Medeu,4,5,121,4,75269391
Almaty,Samal-1,3,5,90,3,62322985
Almaty,Esentai,3,5,108,4,74114720
Almaty,Koktem-1,11,12,120,4,71061301
Almaty,Samal-2,3,5,118,4,75672206
Almaty,Aksay-1,3,12,69,2,37225223
Almaty,Esentai,3,5,147,5,97200202
Almaty,Aksay-1,1,5,96,3,48874419
Almaty,Samal-1,14,16,73,3,50019702
Almaty,Aksay-1,2,5,105,4,58549121
Almaty,Orbita-1,7,21,107,4,62057828
Almaty,Samal-1,12,16,119,4,84672734
Almaty,Aksay-4,7,9,68,2,27988607
Almaty,Aksay-4,2,5,69,2,41577686
Almaty,Orbita-1,4,12,71,3,40528383
Almaty,Aksay-4,3,9,48,2,25292407
Almaty,Samal-1,3,12,97,3,77445985
Almaty,Samal-1,11,16,125,4,92780804
Almaty,Medeu,6,9,58,2,28229097
Almaty,Orbita-1,3,16,97,3,44092864
Almaty,Medeu,1,5,62,2,28291236
Almaty,Aksay-4,9,12,61,2,32089903
Almaty,Koktem-1,12,21,160,5,97982054
Almaty,Aksay-1,13,21,105,4,57429271
Almaty,Samal-2,7,16,44,1,34196135
Almaty,Koktem-1,7,16,57,2,28203526
Almaty,Koktem-1,4,12,112,4,56637166
Almaty,Samal-1,4,9,93,3,59322371
Almaty,Samal-2,16,16,103,4,66155067
Almaty,Koktem-1,6,16,93,3,45558056
Almaty,Medeu,3,12,72,3,30457200
Almaty,Samal-1,12,12,76,3,52148109
Almaty,Medeu,8,12,82,3,43887437
Almaty,Esentai,1,5,61,2,44895338
Almaty,Aksay-1,6,16,155,6,72108474
Almaty,Medeu,3,5,57,2,27016306
Almaty,Esentai,6,9,110,4,76513946
Almaty,Samal-1,5,9,60,2,45303990
Almaty,Esentai,16,21,91,3,53574903
Almaty,Aksay-4,5,21,110,4,50061319
Almaty,Aksay-4,4,5,51,2,28506578
Almaty,Samal-2,3,9,83,3,56308359
Almaty,Koktem-1,21,21,172,5,103200186
Almaty,Aksay-1,5,16,59,2,34335806
Almaty,Medeu,9,9,81,3,37126122
Almaty,Aksay-4,3,5,88,3,43524188
Almaty,Samal-1,21,21,62,2,42182473
Almaty,Aksay-1,9,9,70,3,35454993
Almaty,Medeu,1,5,80,3,41573228
Almaty,Aksay-4,5,21,71,3,37318644
Almaty,Aksay-1,16,21,59,2,29711120
Almaty,Medeu,8,9,95,3,46679500
Almaty,Aksay-1,8,12,75,3,37346070
Almaty,Aksay-4,18,21,278,5,122228516
Almaty,Samal-2,4,9,56,2,36250834
Almaty,Samal-2,7,21,90,3,69727636
Almaty,Samal-2,5,5,65,2,45488687
Almaty,Esentai,6,12,44,1,32896620
Almaty,Samal-2,6,9,150,6,107116405
Almaty,Samal-2,6,12,53,2,39989751
Almaty,Medeu,5,21,70,3,32313709
Almaty,Aksay-4,20,21,93,3,41147784
Almaty,Esentai,3,16,83,3,58586908
Almaty,Esentai,4,5,134,4,100116683
Almaty,Orbita-1,3,5,88,3,45588112
Almaty,Esentai,3,5,83,3,63620161
Almaty,Esentai,1,21,111,4,79961054
Almaty,Aksay-4,8,21,77,3,3966095
Almaty,Aksay-1,1,9,124,4,58084218
Almaty,Medeu,12,12,53,2,25818377
Almaty,Koktem-1,4,12,57,2,29024940
Almaty,Medeu,12,12,63,2,26181208
Almaty,Aksay-1,6,21,59,2,30800232
Almaty,Samal-1,7,12,60,2,45515430
Almaty,Samal-1,4,12,61,2,49076116
Almaty,Medeu,2,5,70,3,35578912
Almaty,Koktem-1,3,9,85,3,42493114
Almaty,Aksay-4,6,9,55,2,25136062
Almaty,Koktem-1,2,12,82,3,50097780
Almaty,Orbita-1,2,9,87,3,48146699
Almaty,Aksay-4,2,5,78,3,42342917
Almaty,Samal-2,1,5,126,4,86796859
Almaty,Aksay-1,7,9,68,2,33093515
Almaty,Medeu,4,12,82,3,36530036
Almaty,Aksay-1,15,16,79,3,40499100
Almaty,Aksay-1,5,12,34,1,15281233
Almaty,Koktem-1,15,16,54,2,30332771
Almaty,Samal-2,1,5,104,4,83756088
Almaty,Aksay-1,2,9,122,4,55919534
Almaty,Koktem-1,17,21,86,3,38964918
Almaty,Samal-2,10,12,55,2,35720875
Almaty,Aksay-1,8,9,53,2,25362666
Almaty,Aksay-4,2,16,64,2,33618794
Almaty,Samal-1,2,9,59,2,41530522
Almaty,Samal-2,11,16,208,6,139300564
Almaty,Samal-1,2,21,73,3,51653116
Almaty,Samal-2,10,12,78,3,54763394
Almaty,Aksay-4,16,16,83,3,39730615
Almaty,Samal-1,3,9,55,2,41410805
Almaty,Orbita-1,17,21,79,3,46795184
Almaty,Samal-2,3,12,57,2,43901872
Almaty,Aksay-1,9,12,120,4,59451602
Almaty,Samal-1,8,21,93,3,54528242
Almaty,Esentai,21,21,160,5,103997835
Almaty,Samal-2,7,21,86,3,56201653
Almaty,Koktem-1,2,12,69,2,39093128
Almaty,Samal-2,9,12,67,2,40670965
Almaty,Samal-2,5,16,43,1,28916237
Almaty,Esentai,4,5,52,2,33168373
Almaty,Medeu,8,16,55,2,30876827
Almaty,Aksay-1,6,12,118,4,49715585
Almaty,Aksay-4,6,12,69,2,32995615
Almaty,Aksay-4,14,21,149,6,7491006
Almaty,Aksay-1,10,21,81,3,38412349
Almaty,Orbita-1,12,16,55,2,29622984
Almaty,Medeu,5,12,119,4,52087691
Almaty,Aksay-1,16,21,111,4,52429505
Almaty,Samal-1,6,9,76,3,55303784
Almaty,Aksay-4,1,12,54,2,26604291
Almaty,Medeu,3,9,93,3,38125081
Almaty,Aksay-1,7,12,45,2,25340814
Almaty,Esentai,5,5,62,2,42280629
Almaty,Orbita-1,8,9,106,4,58081155
Almaty,Samal-2,4,5,67,2,50525885
Almaty,Aksay-4,7,21,74,3,40542815
Almaty,Samal-2,1,5,97,3,64761924
Almaty,Medeu,3,12,118,4,63636290
Almaty,Aksay-1,6,9,143,5,68666957
Almaty,Samal-1,20,21,127,4,93230918
Almaty,Esentai,8,9,78,3,56277256
Almaty,Koktem-1,8,9,135,4,85516219
Almaty,Samal-2,10,12,73,3,49095317
Almaty,Samal-2,18,21,57,2,40729927
Almaty,Esentai,3,16,148,5,115132041
Almaty,Medeu,18,21,122,4,73650049
Almaty,Medeu,10,16,80,3,39882593
Almaty,Koktem-1,3,5,55,2,29472895
Almaty,Medeu,5,16,71,3,37147101
Almaty,Samal-1,10,12,77,3,56899652
Almaty,Orbita-1,5,16,72,3,34593858
Almaty,Aksay-4,1,5,58,2,29097785
Almaty,Samal-2,2,12,41,1,31755277
Almaty,Aksay-4,8,12,106,4,48730708
Almaty,Orbita-1,2,16,61,2,35892992
Almaty,Aksay-1,5,9,44,1,24711024
Almaty,Aksay-1,18,21,157,5,92624281
Almaty,Samal-1,3,5,93,3,64143366
Almaty,Samal-1,6,12,46,2,32270010
Almaty,Orbita-1,6,12,96,3,45222359
Almaty,Orbita-1,2,12,113,4,63650736
Almaty,Samal-2,8,12,153,6,106525147
Almaty,Esentai,4,5,83,3,59645603
Almaty,Orbita-1,10,12,100,4,50601781
Almaty,Aksay-1,1,12,212,6,117377685
Almaty,Samal-2,5,9,154,5,97148276
Almaty,Aksay-4,1,5,144,6,62823449
Almaty,Esentai,4,16,128,4,80820843
Almaty,Medeu,12,16,87,3,41309880
Almaty,Samal-2,1,12,165,6,133317848
Almaty,Orbita-1,2,5,62,2,41082550
Almaty,Samal-2,5,9,42,1,25694658
Almaty,Esentai,10,21,64,2,42947002
Almaty,Koktem-1,18,21,65,2,30842522
Almaty,Aksay-1,7,9,124,4,61352414
Almaty,Aksay-1,1,9,82,3,45059681
Almaty,Orbita-1,4,16,95,3,48419030
Almaty,Aksay-4,9,12,119,4,58095576
Almaty,Samal-2,3,16,72,3,51648111
Almaty,Esentai,7,12,142,6,97703718
Almaty,Medeu,1,16,151,6,77847352
Almaty,Esentai,20,21,52,2,36377289
Almaty,Koktem-1,1,12,79,3,40860033
Almaty,Aksay-1,13,16,66,2,33394207
Almaty,Aksay-4,1,16,43,1,23505690
Almaty,Esentai,5,12,41,1,30013093
Almaty,Orbita-1,6,9,49,2,24296188
Almaty,Aksay-1,2,5,108,4,52552048
Almaty,Samal-1,3,16,130,4,90461150
Almaty,Orbita-1,19,21,100,4,55435531
Almaty,Aksay-4,5,5,62,2,28956978
Almaty,Orbita-1,3,9,45,2,24961779
Almaty,Samal-2,1,9,83,3,62594449
Almaty,Orbita-1,7,9,59,2,35877704
Almaty,Medeu,7,9,47,2,22539705
Almaty,Samal-1,11,12,81,3,58674464
Almaty,Orbita-1,10,12,62,2,33450935
Almaty,Samal-1,6,16,96,3,68896717
Almaty,Esentai,5,16,87,3,56577885
Almaty,Orbita-1,11,12,110,4,53664206
Almaty,Aksay-1,3,5,124,4,55845514
Almaty,Esentai,9,16,84,3,59464675
Almaty,Koktem-1,3,9,145,5,68301959
Almaty,Samal-2,8,12,155,6,100451188
Almaty,Orbita-1,2,9,38,1,20510628
Almaty,Samal-2,2,5,106,4,81658688
Almaty,Koktem-1,3,5,37,1,21971442
Almaty,Koktem-1,2,5,79,3,35398136
Almaty,Koktem-1,10,12,66,2,39398558
Almaty,Aksay-1,1,5,67,2,33204894
Almaty,Samal-1,9,12,72,3,54210328
Almaty,Orbita-1,3,5,57,2,31757792
Almaty,Medeu,13,21,100,4,49422953
Almaty,Aksay-1,3,5,62,2,35739118
Almaty,Aksay-4,2,5,213,6,124250920
Almaty,Esentai,2,5,54,2,40639301
Almaty,Esentai,5,9,113,4,79512923
Almaty,Samal-2,6,12,78,3,59951887
Almaty,Orbita-1,4,9,142,6,92396235
Almaty,Esentai,19,21,48,2,30993785
Almaty,Samal-2,8,9,92,3,62566476
Almaty,Esentai,4,16,48,2,28503160
Almaty,Orbita-1,9,9,95,3,54219818
